,TIME,DTIME,MML_STRESS_GUESS_XX,MML_STRESS_GUESS_YY,MML_STRESS_GUESS_ZZ,MML_STRESS_GUESS_XY,MML_STRESS_GUESS_YZ,MML_STRESS_GUESS_XZ,DELTA_EXX,DELTA_EYY,DELTA_EZZ,DELTA_EXY,DELTA_EYZ,DELTA_EXZ,TRIAL_STRESS_PRE_TRANS_XX,TRIAL_STRESS_PRE_TRANS_YY,TRIAL_STRESS_PRE_TRANS_ZZ,TRIAL_STRESS_PRE_TRANS_XY,TRIAL_STRESS_PRE_TRANS_YZ,TRIAL_STRESS_PRE_TRANS_XZ,DELTA_SXX,DELTA_SYY,DELTA_SZZ,DELTA_SXY,DELTA_SYZ,DELTA_SXZ,TRIAL_STRESS_POST_TRANS_XX,TRIAL_STRESS_POST_TRANS_YY,TRIAL_STRESS_POST_TRANS_ZZ,TRIAL_STRESS_PRE_TRANS_XY,TRIAL_STRESS_PRE_TRANS_YZ,TRIAL_STRESS_PRE_TRANS_XZ,CONV_STRESS_ISO_XX,CONV_STRESS_ISO_YY,CONV_STRESS_ISO_ZZ,CONV_STRESS_ISO_XY,CONV_STRESS_ISO_YZ,CONV_STRESS_ISO_XZ,FICT_SXX,FICT_SYY,FICT_SZZ,FICT_SXY,FICT_SYZ,FICT_SXZ,FICT_EP_XX,FICT_EP_YY,FICT_EP_ZZ,REAL_EP_XX,REAL_EP_YY,REAL_EP_ZZ,REAL_SXX,REAL_SYY,REAL_SZZ,REAL_SXY,REAL_SYZ,REAL_SXZ,S.VM
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,0.0,0.0,0.0,0.0,0.0,0.00011161931032492093,5.5725982516039995e-05,5.5725982516039995e-05,0.0,0.0,0.0,0.00011161931032492093,5.5725982516039995e-05,5.5725982516039995e-05,0.0,0.0,0.0,0.00011161931032492093,5.5725982516039995e-05,5.5725982516039995e-05,0.0,0.0,0.0,0.00011161931032492093,5.5725982516039995e-05,5.5725982516039995e-05,0.0,0.0,0.0,0.00011161931032492093,5.5725982516039995e-05,5.5725982516039995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011161931032492093,5.5725982516039995e-05,5.5725982516039995e-05,0.0,0.0,0.0,5.589332780888093e-05
1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.450580596923828e-09,0.0,0.0,0.0,0.0,0.0,-0.00011161931032492093,-5.5725982516039995e-05,-5.5725982516039995e-05,0.0,0.0,0.0,-0.00011161931032492093,-5.5725982516039995e-05,-5.5725982516039995e-05,0.0,0.0,0.0,-0.00011161931032492093,-5.5725982516039995e-05,-5.5725982516039995e-05,0.0,0.0,0.0,-0.00011161931032492093,-5.5725982516039995e-05,-5.5725982516039995e-05,0.0,0.0,0.0,-0.00011161931032492093,-5.5725982516039995e-05,-5.5725982516039995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011161931032492093,-5.5725982516039995e-05,-5.5725982516039995e-05,0.0,0.0,0.0,5.589332780888093e-05
2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,0.0,0.0,0.0,0.0,5.5725982516039995e-05,0.00011161931032492093,5.5725982516039995e-05,0.0,0.0,0.0,5.5725982516039995e-05,0.00011161931032492093,5.5725982516039995e-05,0.0,0.0,0.0,5.5725982516039995e-05,0.00011161931032492093,5.5725982516039995e-05,0.0,0.0,0.0,5.5725982516039995e-05,0.00011161931032492093,5.5725982516039995e-05,0.0,0.0,0.0,5.5725982516039995e-05,0.00011161931032492093,5.5725982516039995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5725982516039995e-05,0.00011161931032492093,5.5725982516039995e-05,0.0,0.0,0.0,5.589332780888093e-05
3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.450580596923828e-09,0.0,0.0,0.0,0.0,-5.5725982516039995e-05,-0.00011161931032492093,-5.5725982516039995e-05,0.0,0.0,0.0,-5.5725982516039995e-05,-0.00011161931032492093,-5.5725982516039995e-05,0.0,0.0,0.0,-5.5725982516039995e-05,-0.00011161931032492093,-5.5725982516039995e-05,0.0,0.0,0.0,-5.5725982516039995e-05,-0.00011161931032492093,-5.5725982516039995e-05,0.0,0.0,0.0,-5.5725982516039995e-05,-0.00011161931032492093,-5.5725982516039995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5725982516039995e-05,-0.00011161931032492093,-5.5725982516039995e-05,0.0,0.0,0.0,5.589332780888093e-05
4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.450580596923828e-09,0.0,0.0,0.0,5.5725982516039995e-05,5.5725982516039995e-05,0.00011161931032492093,0.0,0.0,0.0,5.5725982516039995e-05,5.5725982516039995e-05,0.00011161931032492093,0.0,0.0,0.0,5.5725982516039995e-05,5.5725982516039995e-05,0.00011161931032492093,0.0,0.0,0.0,5.5725982516039995e-05,5.5725982516039995e-05,0.00011161931032492093,0.0,0.0,0.0,5.5725982516039995e-05,5.5725982516039995e-05,0.00011161931032492093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5725982516039995e-05,5.5725982516039995e-05,0.00011161931032492093,0.0,0.0,0.0,5.589332780888093e-05
5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.450580596923828e-09,0.0,0.0,0.0,-5.5725982516039995e-05,-5.5725982516039995e-05,-0.00011161931032492093,0.0,0.0,0.0,-5.5725982516039995e-05,-5.5725982516039995e-05,-0.00011161931032492093,0.0,0.0,0.0,-5.5725982516039995e-05,-5.5725982516039995e-05,-0.00011161931032492093,0.0,0.0,0.0,-5.5725982516039995e-05,-5.5725982516039995e-05,-0.00011161931032492093,0.0,0.0,0.0,-5.5725982516039995e-05,-5.5725982516039995e-05,-0.00011161931032492093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5725982516039995e-05,-5.5725982516039995e-05,-0.00011161931032492093,0.0,0.0,0.0,5.589332780888093e-05
6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.268356063861754e-09,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,0.0,4.84050417845421e-05
7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.268356063861754e-09,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,-5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,-5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,0.0,4.84050417845421e-05
8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.268356063861754e-09,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.952255111674234e-05,0.0,4.84050417845421e-05
9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.268356063861754e-09,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,0.0,0.0,0.0,0.0,-5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,-5.589332780888094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.952255111674234e-05,0.0,4.84050417845421e-05
